year,product_hs,product,partner_code,partner_name,tons,value_usd
2022,252310,clinker,854,854,120360.0,5303205
2022,252310,clinker,56,56,751176.107,35388139
2022,252310,clinker,246,246,0.002,15
2022,252310,clinker,36,36,2.732,509
2022,252310,clinker,490,490,0.002,16
2022,252310,clinker,51,51,0.001,6
2022,252310,clinker,428,428,0.001,6
2022,252310,clinker,218,218,0.001,6
2022,252310,clinker,458,458,14.764,922
2022,252310,clinker,12,Algeria,21.55,10312
2022,252310,clinker,8,Albania,146840.0,6876300
2022,252310,clinker,208,208,182290.858,9051755
2022,252310,clinker,620,620,0.024,22
2022,252310,clinker,40,40,346.155,15554
2022,252310,clinker,430,430,16500.0,676500
2022,252310,clinker,410,410,1.249,3399
2022,252310,clinker,470,470,2.449,116
2022,252310,clinker,348,348,0.003,37
2022,252310,clinker,124,124,320965.99,15388853
2022,252310,clinker,384,CotedIvoire,1429320.0,63390129
2022,252310,clinker,528,528,52621.162,1945212
2022,252310,clinker,120,Cameroon,411854.0,19068082
2023,252310,clinker,579,579,1.708,213
2023,252310,clinker,752,752,0.012,76
2023,252310,clinker,899,899,0.006,54
2023,252310,clinker,324,Guinea,165330.0,6959980
2023,252310,clinker,68,68,25.192,1524
2023,252310,clinker,818,Egypt,0.134,872
2023,252310,clinker,56,56,400371.614,19673045
2023,252310,clinker,705,705,0.001,2
2023,252310,clinker,724,Spain,567225.059,27787426
2023,252310,clinker,300,300,105696.722,4910131
2023,252310,clinker,251,251,262270.06,12669115
2023,252310,clinker,642,Romania,320869.07,14849998
2023,252310,clinker,554,554,0.025,218
2023,252310,clinker,634,634,4.335,274
2023,252310,clinker,757,757,0.037,276
2023,252310,clinker,196,196,307150.0,13940374
2023,252310,clinker,764,764,2.293,292
2023,252310,clinker,686,Senegal,4.792,180
2023,252310,clinker,156,156,0.038,215
2023,252310,clinker,422,422,42000.012,1785045
2023,252310,clinker,40,40,3.455,409
2023,252310,clinker,100,100,24750.0,2017125
2023,252310,clinker,31,31,133.919,5993
2023,252310,clinker,458,458,1.911,86
2023,252310,clinker,430,430,37800.0,1549800
2023,252310,clinker,332,Haiti,0.12,6
2023,252310,clinker,328,328,0.048,8
2023,252310,clinker,703,703,5000.001,545953
2023,252310,clinker,400,400,0.012,32
2023,252310,clinker,528,528,7.543,1026
2023,252310,clinker,214,DominicanRep,268950.0,11720225
2023,252310,clinker,524,524,0.015,25
2023,252310,clinker,170,Colombia,61600.0,2217600
2023,252310,clinker,616,616,3.678,412
2023,252310,clinker,860,860,2.265,96
2023,252310,clinker,233,233,0.001,25
2023,252310,clinker,586,586,4.469,200
2023,252310,clinker,288,Ghana,187368.0,7103836
2023,252310,clinker,682,682,42.063,1882
2023,252310,clinker,842,USA,225435.945,12752802
2023,252310,clinker,620,620,0.001,5
2023,252310,clinker,368,368,0.003,2
2023,252310,clinker,246,246,1.367,156
2023,252310,clinker,699,699,6.697,433
2023,252310,clinker,191,191,0.824,37
2023,252310,clinker,276,276,45.715,5062
2023,252310,clinker,826,UK,20.364,3065
2023,252310,clinker,380,380,352475.108,21334983
2023,252310,clinker,120,Cameroon,29450.0,1443050
2023,252310,clinker,854,854,61300.0,2375375
2023,252310,clinker,710,710,0.011,60
2023,252310,clinker,360,360,12.971,581
2023,252310,clinker,388,388,0.02,20
2023,252310,clinker,470,470,0.019,49
2023,252310,clinker,598,598,0.001,5
2023,252310,clinker,270,Gambia,38215.0,1662353
2023,252310,clinker,702,702,2.952,162
2023,252310,clinker,226,226,7500.0,390000
2023,252310,clinker,76,76,146806.0,6188908
2023,252310,clinker,8,Albania,160300.0,7345600
2023,252310,clinker,688,688,0.387,222
2023,252310,clinker,643,643,1970.402,102673
2023,252310,clinker,484,484,1.257,179
2023,252310,clinker,478,Mauritania,34630.0,1212050
2023,252310,clinker,414,414,0.011,91
2023,252310,clinker,504,Morocco,0.007,35
2023,252310,clinker,376,Israel,350115.935,17269402
2023,252310,clinker,152,152,51.286,2478
2023,252310,clinker,392,Japan,6.067,416
2023,252310,clinker,268,268,8874.08,411492
2023,252310,clinker,208,208,0.75,473
2023,252310,clinker,566,566,0.083,879
2023,252310,clinker,124,124,35005.561,1751934
2023,252310,clinker,36,36,12.512,2576
2023,252310,clinker,784,784,2.263,486
2023,252310,clinker,410,410,3.422,316
2023,252310,clinker,48,48,0.003,6
2023,252310,clinker,384,CotedIvoire,193370.0,7562609
2005,252329,portland_grey,4,4,14.25,752
2005,252329,portland_grey,56,56,8500.0,345296
2005,252329,portland_grey,324,Guinea,95000.0,3252500
2005,252329,portland_grey,100,100,47.98,4604
2005,252329,portland_grey,31,31,73916.735,4322986
2005,252329,portland_grey,887,887,7580.0,356260
2005,252329,portland_grey,414,414,476.43,60799
2005,252329,portland_grey,784,784,22.44,2551
2005,252329,portland_grey,762,762,1.25,193
2005,252329,portland_grey,642,Romania,258.032,76846
2005,252329,portland_grey,92,92,7600.0,273600
2005,252329,portland_grey,276,276,5500.0,229625
2005,252329,portland_grey,132,132,37730.0,1535648
2005,252329,portland_grey,795,795,22.121,730
2005,252329,portland_grey,364,364,49801.5,2390313
2005,252329,portland_grey,760,Syria,7728.0,440568
2005,252329,portland_grey,380,380,820270.0,32968546
2005,252329,portland_grey,434,Libya,26.0,1430
2005,252329,portland_grey,368,368,2608407.6,188004080
2005,252329,portland_grey,620,620,641097.0,24226165
2005,252329,portland_grey,566,566,192575.0,9009878
2005,252329,portland_grey,270,Gambia,25100.0,893612
2005,252329,portland_grey,196,196,104371.55,4934466
2005,252329,portland_grey,860,860,1.0,750
2005,252329,portland_grey,12,Algeria,22.0,1515
2005,252329,portland_grey,398,398,11.575,3473
2005,252329,portland_grey,528,528,0.5,123
2005,252329,portland_grey,300,300,1.875,441
2005,252329,portland_grey,376,Israel,233850.0,9152372
2005,252329,portland_grey,724,Spain,133990.0,5315873
2005,252329,portland_grey,268,268,748.577,64547
2005,252329,portland_grey,8,Albania,294777.0,10659164
2005,252329,portland_grey,246,246,1.6,542
2005,252329,portland_grey,643,643,52.4,10749
2005,252329,portland_grey,736,736,4.2,294
2005,252329,portland_grey,842,USA,607591.818,33540100
2005,252329,portland_grey,251,251,273600.0,14283936
2005,252329,portland_grey,838,838,33566.288,1556831
2005,252329,portland_grey,899,899,41.1,4638
2006,252329,portland_grey,400,400,1564.5,122481
2006,252329,portland_grey,762,762,4.5,900
2006,252329,portland_grey,100,100,140.4,11023
2006,252329,portland_grey,620,620,280810.0,12859075
2006,252329,portland_grey,760,Syria,385118.4,26940540
2006,252329,portland_grey,196,196,70312.36,3219451
2006,252329,portland_grey,795,795,18.325,3985
2006,252329,portland_grey,368,368,1723529.95,138465693
2006,252329,portland_grey,8,Albania,216775.0,10380508
2006,252329,portland_grey,364,364,89398.4,6502459
2006,252329,portland_grey,276,276,0.72,199
2006,252329,portland_grey,12,Algeria,50.0,3153
2006,252329,portland_grey,300,300,5.28,872
2006,252329,portland_grey,642,Romania,369.0,56595
2006,252329,portland_grey,268,268,2091.7,168393
2006,252329,portland_grey,31,31,74272.7,5727727
2006,252329,portland_grey,376,Israel,177590.0,8337276
2006,252329,portland_grey,380,380,541801.2,25732350
2006,252329,portland_grey,566,566,29450.0,1413600
2006,252329,portland_grey,724,Spain,196335.0,9476164
2006,252329,portland_grey,643,643,1770.0,142753
2006,252329,portland_grey,40,40,0.6,162
2006,252329,portland_grey,899,899,12580.5,608837
2006,252329,portland_grey,842,USA,345275.0,20144514
2006,252329,portland_grey,251,251,159325.0,12742755
2006,252329,portland_grey,838,838,21999.3,1170943
2007,252329,portland_grey,620,620,6770.0,301265
2007,252329,portland_grey,784,784,2.51,281
2007,252329,portland_grey,398,398,28703.0,2887638
2007,252329,portland_grey,268,268,14145.605,1402329
2007,252329,portland_grey,300,300,16800.0,1108800
2007,252329,portland_grey,196,196,134745.18,7058026
2007,252329,portland_grey,100,100,272.5,21364
2007,252329,portland_grey,368,368,1710512.0,140862595
2007,252329,portland_grey,724,Spain,423275.0,23372420
2007,252329,portland_grey,8,Albania,146830.0,8875420
2007,252329,portland_grey,642,Romania,5700.847,386644
2007,252329,portland_grey,364,364,14914.0,1334581
2007,252329,portland_grey,430,430,9000.0,675000
2007,252329,portland_grey,795,795,19.0,5567
2007,252329,portland_grey,752,752,2.988,334
2007,252329,portland_grey,376,Israel,147399.0,8509857
2007,252329,portland_grey,434,Libya,9439.5,633638
2007,252329,portland_grey,760,Syria,706273.1,54864099
2007,252329,portland_grey,380,380,395465.0,23543069
2007,252329,portland_grey,643,643,687164.57,67211381
2007,252329,portland_grey,31,31,117720.35,9231744
2007,252329,portland_grey,860,860,2.0,1735
2007,252329,portland_grey,804,804,3000.0,309000
2007,252329,portland_grey,842,USA,58950.0,3075210
2007,252329,portland_grey,251,251,285597.5,18551320
2007,252329,portland_grey,838,838,40490.497,3041105
2007,252329,portland_grey,899,899,270789.6,20756896
2008,252329,portland_grey,276,276,0.996,218
2008,252329,portland_grey,226,226,35202.0,3100758
2008,252329,portland_grey,795,795,22105.66,2159961
2008,252329,portland_grey,31,31,477943.5,45222813
2008,252329,portland_grey,24,24,120021.0,8176048
2008,252329,portland_grey,368,368,2147130.8,181324152
2008,252329,portland_grey,120,Cameroon,135.0,11705
2008,252329,portland_grey,196,196,183631.68,10840801
2008,252329,portland_grey,398,398,15709.85,2531125
2008,252329,portland_grey,566,566,127600.0,7464525
2008,252329,portland_grey,376,Israel,146025.9,9714479
2008,252329,portland_grey,643,643,2992677.0,300225710
2008,252329,portland_grey,270,Gambia,5469.0,439297
2008,252329,portland_grey,724,Spain,109474.82,5829782
2008,252329,portland_grey,434,Libya,60672.304,4878290
2008,252329,portland_grey,860,860,3.125,3528
2008,252329,portland_grey,364,364,77692.6,5850012
2008,252329,portland_grey,180,180,45045.5,2931323
2008,252329,portland_grey,246,246,200.0,23418
2008,252329,portland_grey,178,178,5199.0,336455
2008,252329,portland_grey,826,UK,3024.0,318316
2008,252329,portland_grey,422,422,112.0,6384
2008,252329,portland_grey,430,430,15750.0,855816
2008,252329,portland_grey,44,44,9395.0,720741
2008,252329,portland_grey,642,Romania,169621.3,11947243
2008,252329,portland_grey,300,300,55559.635,3773655
2008,252329,portland_grey,498,498,2499.0,194922
2008,252329,portland_grey,784,784,1500.0,331827
2008,252329,portland_grey,100,100,2957.05,173920
2008,252329,portland_grey,324,Guinea,47467.5,3796048
2008,252329,portland_grey,762,762,4.55,906
2008,252329,portland_grey,268,268,78387.04,7965434
2008,252329,portland_grey,380,380,231052.0,15421153
2008,252329,portland_grey,760,Syria,1290920.3,96413471
2008,252329,portland_grey,804,804,33077.0,3156130
2008,252329,portland_grey,838,838,125453.945,11045163
2008,252329,portland_grey,251,251,327167.0,25730845
2008,252329,portland_grey,736,736,91292.1,6925134
2008,252329,portland_grey,899,899,858660.6,70966731
2009,252329,portland_grey,120,Cameroon,149235.9,10287754
2009,252329,portland_grey,196,196,139568.42,7373629
2009,252329,portland_grey,724,Spain,237985.8,9957982
2009,252329,portland_grey,140,140,1080.0,70200
2009,252329,portland_grey,807,807,26965.6,1649657
2009,252329,portland_grey,404,404,5206.5,333198
2009,252329,portland_grey,642,Romania,208423.555,10302755
2009,252329,portland_grey,204,Benin,83310.5,4493221
2009,252329,portland_grey,760,Syria,2155821.4,133810649
2009,252329,portland_grey,12,Algeria,100724.5,4686277
2009,252329,portland_grey,226,226,168102.0,9332153
2009,252329,portland_grey,826,UK,6029.7,338895
2009,252329,portland_grey,414,414,822.0,64116
2009,252329,portland_grey,784,784,13107.03,658209
2009,252329,portland_grey,24,24,247886.8,14726614
2009,252329,portland_grey,300,300,49324.5,3622454
2009,252329,portland_grey,380,380,1037325.9,51638188
2009,252329,portland_grey,368,368,3840812.0,275730115
2009,252329,portland_grey,620,620,88749.78,4284211
2009,252329,portland_grey,100,100,464521.0,29331732
2009,252329,portland_grey,498,498,4.5,720
2009,252329,portland_grey,566,566,651235.5,29431427
2009,252329,portland_grey,804,804,20.0,1300
2009,252329,portland_grey,170,Colombia,27.0,1370
2009,252329,portland_grey,178,178,9261.0,598829
2009,252329,portland_grey,818,Egypt,1078386.5,66132715
2009,252329,portland_grey,860,860,128.0,17802
2009,252329,portland_grey,643,643,477257.1,25150619
2009,252329,portland_grey,270,Gambia,48527.0,2693967
2009,252329,portland_grey,8,Albania,2649.0,167647
2009,252329,portland_grey,430,430,120541.5,6611442
2009,252329,portland_grey,324,Guinea,42132.0,2518986
2009,252329,portland_grey,795,795,61785.275,4021197
2009,252329,portland_grey,262,262,2271.0,147456
2009,252329,portland_grey,364,364,1247.0,93015
2009,252329,portland_grey,376,Israel,455941.9,23658674
2009,252329,portland_grey,768,Togo,94099.5,5073959
2009,252329,portland_grey,31,31,245278.54,16300109
2009,252329,portland_grey,268,268,190712.41,13259601
2009,252329,portland_grey,191,191,36147.0,2476172
2009,252329,portland_grey,694,694,18702.0,1116470
2009,252329,portland_grey,180,180,127563.0,7882532
2009,252329,portland_grey,400,400,3300.0,198000
2009,252329,portland_grey,251,251,247308.5,18471953
2009,252329,portland_grey,842,USA,4.2,1518
2009,252329,portland_grey,736,736,313488.197,13986495
2009,252329,portland_grey,899,899,821266.5,45293915
2009,252329,portland_grey,838,838,88028.14,5257654
2009,252329,portland_grey,434,Libya,1113557.9,61140792
2009,252329,portland_grey,528,528,25.5,1510
2009,252329,portland_grey,422,422,7904.45,411031
2009,252329,portland_grey,40,40,1.25,178
2010,252329,portland_grey,100,100,457040.22,23475366
2010,252329,portland_grey,838,838,952010.452,55151322
2010,252329,portland_grey,31,31,159281.05,10046822
2010,252329,portland_grey,196,196,138802.109,7468489
2010,252329,portland_grey,368,368,3471405.954,251681793
2010,252329,portland_grey,76,76,155086.5,9181712
2010,252329,portland_grey,566,566,357278.0,15375844
2010,252329,portland_grey,124,124,22.5,1418
2010,252329,portland_grey,414,414,978.0,76284
2010,252329,portland_grey,191,191,11843.25,717811
2010,252329,portland_grey,620,620,19655.0,896516
2010,252329,portland_grey,504,Morocco,4.7,1220
2010,252329,portland_grey,12,Algeria,651045.0,27686392
2010,252329,portland_grey,724,Spain,122346.357,5831344
2010,252329,portland_grey,56,56,24.0,264
2010,252329,portland_grey,860,860,76.0,21787
2010,252329,portland_grey,807,807,58581.748,3734498
2010,252329,portland_grey,376,Israel,414068.315,20274317
2010,252329,portland_grey,434,Libya,1729603.861,93675094
2010,252329,portland_grey,688,688,3574.5,212683
2010,252329,portland_grey,818,Egypt,1433508.812,84647484
2010,252329,portland_grey,760,Syria,2126890.822,132847210
2010,252329,portland_grey,251,251,184680.054,11043884
2010,252329,portland_grey,300,300,114906.412,7434918
2010,252329,portland_grey,380,380,552022.534,24704471
2010,252329,portland_grey,643,643,334416.685,18786343
2010,252329,portland_grey,642,Romania,204023.394,9901184
2010,252329,portland_grey,795,795,41.37,7335
2010,252329,portland_grey,268,268,130906.903,7874582
2010,252329,portland_grey,364,364,261.65,19460
2010,252329,portland_grey,140,140,5292.0,331383
2010,252329,portland_grey,270,Gambia,6951.0,469193
2010,252329,portland_grey,204,Benin,13200.0,785400
2010,252329,portland_grey,108,108,3042.0,182520
2010,252329,portland_grey,430,430,203617.5,12179233
2010,252329,portland_grey,226,226,192758.0,11471536
2010,252329,portland_grey,218,218,10999.5,644461
2010,252329,portland_grey,324,Guinea,96482.0,6976218
2010,252329,portland_grey,180,180,99866.29,6873232
2010,252329,portland_grey,120,Cameroon,42260.0,2550435
2010,252329,portland_grey,262,262,567.0,37422
2010,252329,portland_grey,24,24,128499.0,7624391
2010,252329,portland_grey,178,178,52165.5,3202796
2010,252329,portland_grey,288,Ghana,44300.0,1632677
2010,252329,portland_grey,834,834,24.0,1800
2011,252329,portland_grey,268,268,70692.932,5436924
2011,252329,portland_grey,364,364,494.0,41425
2011,252329,portland_grey,838,838,716813.64,45695602
2011,252329,portland_grey,196,196,98756.391,5083961
2011,252329,portland_grey,368,368,2746295.09,200842521
2011,252329,portland_grey,31,31,50049.716,4139409
2011,252329,portland_grey,76,76,66925.5,4419070
2011,252329,portland_grey,634,634,81.0,8100
2011,252329,portland_grey,36,36,1.2,169
2011,252329,portland_grey,566,566,720240.0,35264947
2011,252329,portland_grey,620,620,50431.18,2463668
2011,252329,portland_grey,208,208,2.5,184
2011,252329,portland_grey,736,736,18.0,2868
2011,252329,portland_grey,434,Libya,213915.342,10627776
2011,252329,portland_grey,504,Morocco,139.7,10338
2011,252329,portland_grey,12,Algeria,53677.559,3046575
2011,252329,portland_grey,724,Spain,142550.131,7322940
2011,252329,portland_grey,784,784,27.0,2700
2011,252329,portland_grey,860,860,50.0,7211
2011,252329,portland_grey,804,804,54.0,4320
2011,252329,portland_grey,807,807,1072.75,101738
2011,252329,portland_grey,760,Syria,1764314.75,118608748
2011,252329,portland_grey,376,Israel,508121.418,24923165
2011,252329,portland_grey,398,398,182.3,24646
2011,252329,portland_grey,251,251,220326.0,12953215
2011,252329,portland_grey,818,Egypt,586151.477,31163902
2011,252329,portland_grey,300,300,73041.28,5137701
2011,252329,portland_grey,688,688,3053.6,192110
2011,252329,portland_grey,380,380,276537.742,13064449
2011,252329,portland_grey,643,643,829012.855,54268816
2011,252329,portland_grey,795,795,796.362,123584
2011,252329,portland_grey,642,Romania,178622.077,8869955
2011,252329,portland_grey,100,100,435783.664,25471284
2011,252329,portland_grey,140,140,5967.0,422104
2011,252329,portland_grey,148,148,2250.0,100125
2011,252329,portland_grey,600,600,4050.0,356068
2011,252329,portland_grey,430,430,182761.5,11401056
2011,252329,portland_grey,204,Benin,27132.0,1631718
2011,252329,portland_grey,768,Togo,69702.0,4407382
2011,252329,portland_grey,108,108,31.0,6395
2011,252329,portland_grey,180,180,51150.0,3220652
2011,252329,portland_grey,324,Guinea,32499.0,1984932
2011,252329,portland_grey,266,266,17220.0,1119301
2011,252329,portland_grey,178,178,90994.0,6698908
2011,252329,portland_grey,24,24,47499.0,2904476
2011,252329,portland_grey,120,Cameroon,142972.5,9367388
2011,252329,portland_grey,174,174,1800.0,380963
2011,252329,portland_grey,226,226,279473.313,17893939
2012,252329,portland_grey,528,528,3.5,2001
2012,252329,portland_grey,376,Israel,501710.364,24443806
2012,252329,portland_grey,434,Libya,969519.97,54513508
2012,252329,portland_grey,300,300,15940.57,1134255
2012,252329,portland_grey,818,Egypt,274377.609,13779843
2012,252329,portland_grey,251,251,125742.74,7218197
2012,252329,portland_grey,380,380,157697.103,7202258
2012,252329,portland_grey,642,Romania,185573.392,8120714
2012,252329,portland_grey,643,643,1697741.539,104528076
2012,252329,portland_grey,795,795,97.9,13522
2012,252329,portland_grey,100,100,406821.995,22419788
2012,252329,portland_grey,838,838,705067.2,42475748
2012,252329,portland_grey,196,196,82294.021,4375612
2012,252329,portland_grey,268,268,161680.482,13132539
2012,252329,portland_grey,368,368,1937656.254,113677581
2012,252329,portland_grey,31,31,9241.71,726175
2012,252329,portland_grey,140,140,5384.87,369926
2012,252329,portland_grey,600,600,2442.0,211976
2012,252329,portland_grey,204,Benin,109185.05,6461619
2012,252329,portland_grey,266,266,925.5,68423
2012,252329,portland_grey,324,Guinea,206303.5,12663974
2012,252329,portland_grey,706,706,27.0,1509
2012,252329,portland_grey,178,178,145941.5,9287856
2012,252329,portland_grey,800,800,1509.2,104562
2012,252329,portland_grey,768,Togo,36099.0,2202039
2012,252329,portland_grey,430,430,338971.44,20853464
2012,252329,portland_grey,180,180,64156.0,4075730
2012,252329,portland_grey,226,226,346941.666,22486368
2012,252329,portland_grey,24,24,62998.5,4091903
2012,252329,portland_grey,120,Cameroon,245878.5,15551861
2012,252329,portland_grey,76,76,151866.0,9584426
2012,252329,portland_grey,887,887,9321.575,456757
2012,252329,portland_grey,191,191,1.5,414
2012,252329,portland_grey,566,566,203928.2,10141086
2012,252329,portland_grey,4,4,2.475,1755
2012,252329,portland_grey,760,Syria,212592.5,12295688
2012,252329,portland_grey,12,Algeria,99311.1,6169819
2012,252329,portland_grey,724,Spain,48196.225,2284548
2012,252329,portland_grey,807,807,10068.65,802074
2012,252329,portland_grey,860,860,17.825,5295
2012,252329,portland_grey,422,422,6650.0,309225
2013,252329,portland_grey,760,Syria,523800.0,29175498
2013,252329,portland_grey,642,Romania,134711.0,5352000
2013,252329,portland_grey,196,196,89424.298,4525076
2013,252329,portland_grey,860,860,3367.008,235344
2013,252329,portland_grey,694,694,63000.0,4095000
2013,252329,portland_grey,180,180,136370.0,8801132
2013,252329,portland_grey,12,Algeria,166.319,10700
2013,252329,portland_grey,434,Libya,2973888.0,178994621
2013,252329,portland_grey,368,368,1454530.0,86151210
2013,252329,portland_grey,268,268,191132.8,14055324
2013,252329,portland_grey,688,688,24.35,1555
2013,252329,portland_grey,788,788,10605.5,797520
2013,252329,portland_grey,422,422,310.495,20043
2013,252329,portland_grey,724,Spain,6500.0,325000
2013,252329,portland_grey,140,140,1565.0,113890
2013,252329,portland_grey,100,100,349499.2,21040150
2013,252329,portland_grey,795,795,101.671,7933
2013,252329,portland_grey,226,226,423960.0,26812626
2013,252329,portland_grey,251,251,99318.9,5427462
2013,252329,portland_grey,204,Benin,38044.5,2480314
2013,252329,portland_grey,4,4,201.716,12802
2013,252329,portland_grey,800,800,108.0,7452
2013,252329,portland_grey,757,757,178.142,11490
2013,252329,portland_grey,31,31,3986.97,285019
2013,252329,portland_grey,380,380,64814.9,2667434
2013,252329,portland_grey,643,643,1095043.86,66692288
2013,252329,portland_grey,807,807,3625.4,220083
2013,252329,portland_grey,376,Israel,476651.0,22633526
2013,252329,portland_grey,288,Ghana,1519.45,183568
2013,252329,portland_grey,266,266,1908.8,133254
2013,252329,portland_grey,398,398,7.882,811
2013,252329,portland_grey,300,300,4588.32,333945
2013,252329,portland_grey,818,Egypt,24051.0,1508562
2013,252329,portland_grey,170,Colombia,12000.0,720000
2013,252329,portland_grey,120,Cameroon,260738.0,16646089
2013,252329,portland_grey,768,Togo,108390.0,6789863
2013,252329,portland_grey,275,275,1000.5,65733
2013,252329,portland_grey,430,430,98142.0,6126746
2013,252329,portland_grey,566,566,46650.0,2169225
2013,252329,portland_grey,417,417,8.036,470
2013,252329,portland_grey,24,24,30000.0,1923000
2013,252329,portland_grey,804,804,7405.16,518114
2013,252329,portland_grey,178,178,166781.0,10545672
2013,252329,portland_grey,324,Guinea,27095.5,1685998
2014,252329,portland_grey,288,Ghana,42.661,3817
2014,252329,portland_grey,170,Colombia,60000.0,3746160
2014,252329,portland_grey,642,Romania,123770.0,5199163
2014,252329,portland_grey,860,860,273.2,101755
2014,252329,portland_grey,31,31,1331.45,155105
2014,252329,portland_grey,694,694,114999.0,6882443
2014,252329,portland_grey,266,266,3500.0,238029
2014,252329,portland_grey,430,430,94251.0,5874819
2014,252329,portland_grey,478,Mauritania,1000.5,75038
2014,252329,portland_grey,251,251,5806.25,313939
2014,252329,portland_grey,226,226,359617.0,22489703
2014,252329,portland_grey,842,USA,33170.0,1584531
2014,252329,portland_grey,504,Morocco,27.0,2156
2014,252329,portland_grey,807,807,4478.4,264250
2014,252329,portland_grey,818,Egypt,178201.0,10656995
2014,252329,portland_grey,688,688,59.74,3584
2014,252329,portland_grey,368,368,731857.0,40972532
2014,252329,portland_grey,268,268,168172.0,11741473
2014,252329,portland_grey,380,380,49248.0,2067753
2014,252329,portland_grey,300,300,16670.7,1190798
2014,252329,portland_grey,434,Libya,1879475.0,112773143
2014,252329,portland_grey,804,804,2901.0,172610
2014,252329,portland_grey,795,795,64.6,10988
2014,252329,portland_grey,120,Cameroon,230238.0,14398261
2014,252329,portland_grey,760,Syria,1056373.8,60433368
2014,252329,portland_grey,196,196,85358.9,4087085
2014,252329,portland_grey,562,562,37.2,2392
2014,252329,portland_grey,784,784,1000.5,58000
2014,252329,portland_grey,12,Algeria,124985.0,7561349
2014,252329,portland_grey,724,Spain,58.989,3540
2014,252329,portland_grey,324,Guinea,5004.0,307746
2014,252329,portland_grey,566,566,10000.5,630032
2014,252329,portland_grey,376,Israel,526300.0,24712470
2014,252329,portland_grey,398,398,9.035,571
2014,252329,portland_grey,643,643,583958.415,36519836
2014,252329,portland_grey,8,Albania,2448.0,146880
2014,252329,portland_grey,100,100,303336.3,18835422
2014,252329,portland_grey,276,276,0.5,137
2014,252329,portland_grey,450,450,41.769,12625
2014,252329,portland_grey,624,GuineaBissau,270.0,44712
2014,252329,portland_grey,854,854,81042.0,4862520
2014,252329,portland_grey,178,178,95818.5,5771759
2014,252329,portland_grey,180,180,64491.0,3970944
2015,252329,portland_grey,380,380,32633.429,1155845
2015,252329,portland_grey,31,31,338.514,57134
2015,252329,portland_grey,694,694,117041.0,5887925
2015,252329,portland_grey,860,860,23.0,2461
2015,252329,portland_grey,760,Syria,1754403.5,84508175
2015,252329,portland_grey,226,226,278739.0,15485630
2015,252329,portland_grey,643,643,52242.9,2859288
2015,252329,portland_grey,178,178,121763.9,6685615
2015,252329,portland_grey,180,180,22923.0,1152908
2015,252329,portland_grey,642,Romania,44760.0,1398678
2015,252329,portland_grey,120,Cameroon,72281.0,3687131
2015,252329,portland_grey,364,364,1.737,105
2015,252329,portland_grey,887,887,130397.0,6085285
2015,252329,portland_grey,276,276,13.46,2608
2015,252329,portland_grey,204,Benin,15.0,940
2015,252329,portland_grey,762,762,7.0,576
2015,252329,portland_grey,300,300,18408.9,1074604
2015,252329,portland_grey,56,56,27.0,1098
2015,252329,portland_grey,12,Algeria,35167.1,2120541
2015,252329,portland_grey,688,688,5.312,649
2015,252329,portland_grey,818,Egypt,12511.5,685036
2015,252329,portland_grey,208,208,0.54,381
2015,252329,portland_grey,170,Colombia,219183.0,10828025
2015,252329,portland_grey,231,231,4.0,1600
2015,252329,portland_grey,807,807,4051.9,202590
2015,252329,portland_grey,376,Israel,539733.5,26194293
2015,252329,portland_grey,430,430,157350.0,8610915
2015,252329,portland_grey,4,4,134.94,7920
2015,252329,portland_grey,368,368,323668.0,14357044
2015,252329,portland_grey,203,203,3.047,176
2015,252329,portland_grey,384,CotedIvoire,445570.5,21259604
2015,252329,portland_grey,434,Libya,1556086.0,87039522
2015,252329,portland_grey,288,Ghana,22081.3,1041006
2015,252329,portland_grey,100,100,317215.0,16061951
2015,252329,portland_grey,795,795,1188.0,131660
2015,252329,portland_grey,562,562,3.04,862
2015,252329,portland_grey,268,268,143354.12,8286930
2015,252329,portland_grey,196,196,93145.4,3624335
2015,252329,portland_grey,275,275,12520.0,669470
2015,252329,portland_grey,842,USA,403692.0,19746384
2015,252329,portland_grey,251,251,4212.0,270054
2016,252329,portland_grey,740,740,36000.0,1563720
2016,252329,portland_grey,688,688,300.0,13500
2016,252329,portland_grey,262,262,36400.5,1601722
2016,252329,portland_grey,231,231,65700.0,2957592
2016,252329,portland_grey,328,328,11000.0,440000
2016,252329,portland_grey,858,858,51002.0,3598422
2016,252329,portland_grey,226,226,216006.0,9996360
2016,252329,portland_grey,288,Ghana,53342.8,2285884
2016,252329,portland_grey,76,76,47200.0,1453325
2016,252329,portland_grey,31,31,100.04,10987
2016,252329,portland_grey,762,762,239.523,12727
2016,252329,portland_grey,368,368,186036.0,6838100
2016,252329,portland_grey,100,100,304099.9,14542326
2016,252329,portland_grey,251,251,15363.0,920997
2016,252329,portland_grey,180,180,26499.0,1086459
2016,252329,portland_grey,268,268,191113.0,9679959
2016,252329,portland_grey,807,807,845.25,42053
2016,252329,portland_grey,434,Libya,840077.0,33126941
2016,252329,portland_grey,842,USA,859364.0,33691957
2016,252329,portland_grey,760,Syria,1090034.0,37166494
2016,252329,portland_grey,170,Colombia,397985.0,16442726
2016,252329,portland_grey,430,430,195737.0,8977961
2016,252329,portland_grey,380,380,29210.0,1075034
2016,252329,portland_grey,196,196,169688.9,6434414
2016,252329,portland_grey,478,Mauritania,432.0,28080
